IP,SLOT,PORT,VLAN,ID_PORT
172.28.116.238,1,3,"2218,,501",612753357-2148288650
172.28.116.238,1,4,"2218,,501",612753357-2148388851
172.28.116.238,1,5,"2218,,501",612753357-2148288651
172.28.116.238,1,6,"2218,,501",612753357-2148388852
172.28.116.238,1,7,"2218,,501",612753357-2148288652
172.28.116.238,1,8,"2218,,501",612753357-2148388853
172.28.116.238,1,9,"2218,,501",612753357-2148288653
172.28.116.238,1,10,"2218,,501",612753357-2148388854
172.28.116.238,1,11,"2218,,501",612753357-2148288654
172.28.116.238,1,12,"2218,,501",612753357-2148388855
172.28.116.238,1,13,"2218,,501",612753357-2148288655
172.28.116.238,1,14,"2218,,501",612753357-2148388856
172.28.116.238,1,15,"2218,,501",612753357-2148288656
172.28.116.238,1,16,"2218,,501",612753357-2148388857
172.28.116.238,2,1,"2218,,501",612453382-2148388858
172.28.116.238,2,2,"2218,,501",612453382-2148288657
172.28.116.238,2,3,"2218,,501",612453382-2148388859
172.28.116.238,2,4,"2218,,501",612453382-2148288658
172.28.116.238,2,5,"2218,,501",612453382-2148388860
172.28.116.238,2,6,"2218,,501",612453382-2148288659
172.28.116.238,2,7,"2218,,501",612453382-2148388861
172.28.116.238,2,8,"2218,,501",612453382-2148288660
172.28.116.238,2,9,"2218,,501",612453382-2148388862
172.28.116.238,2,10,"2218,,501",612453382-2148288661
172.28.116.238,2,11,"2218,,501",612453382-2148388863
172.28.116.238,2,12,"2218,,501",612453382-2148288662
172.28.116.238,2,13,"2218,,501",612453382-2148388864
172.28.116.238,2,14,"2218,,501",612453382-2148288663
172.28.116.238,2,15,"2218,,501",612453382-2148388865
172.28.116.238,2,16,"2218,,501",612453382-2148288664
172.28.116.238,3,1,"2218,,501",624903355-2155445503
172.28.116.238,3,2,"2218,,501",624903355-2155467135
172.28.116.238,3,3,"2218,,501",624903355-2155445504
172.28.116.238,3,4,"2218,,501",624903355-2155467136
172.28.116.238,3,5,"2218,,501",624903355-2155445505
172.28.116.238,3,6,"2218,,501",624903355-2155467137
172.28.116.238,3,7,"2218,,501",624903355-2155445506
172.28.116.238,3,8,"2218,,501",624903355-2155467138
172.28.116.238,3,9,"2218,,501",624903355-2155445507
172.28.116.238,3,10,"2218,,501",624903355-2155467139
172.28.116.238,3,11,"2218,,501",624903355-2155445508
172.28.116.238,3,12,"2218,,501",624903355-2155467140
172.28.116.238,3,13,"2218,,501",624903355-2155445509
172.28.116.238,3,14,"2218,,501",624903355-2155467141
172.28.116.238,3,15,"2218,,501",624903355-2155445510
172.28.116.238,3,16,"2218,,501",624903355-2155467142
172.24.155.7,11,0,"3824, 785",43577827-254217088
172.24.155.7,11,1,"3824, 785",43577827-254256991
172.24.155.7,11,2,"3824, 785",43577827-254217089
172.24.155.7,11,3,"3824, 785",43577827-254256992
172.24.155.7,11,4,"3824, 785",43577827-254217090
172.24.155.7,11,5,"3824, 785",43577827-254256993
172.24.155.7,11,6,"3824, 785",43577827-254217091
172.24.155.7,11,7,"3824, 785",43577827-254256994
172.24.155.7,11,8,"3824, 785",43577827-254217092
172.24.155.7,11,9,"3824, 785",43577827-254256995
172.24.155.7,11,10,"3824, 785",43577827-254217093
172.24.155.7,11,11,"3824, 785",43577827-254256996
172.24.155.7,11,12,"3824, 785",43577827-254217094
172.24.155.7,11,13,"3824, 785",43577827-254256997
172.24.155.7,11,14,"3824, 785",43577827-254217095
172.24.155.7,11,15,"3824, 785",43577827-254256998
172.24.155.7,14,0,"3824, 785",166578302-646658951
172.24.155.7,14,1,"3824, 785",166578302-646658952
172.24.155.7,14,2,"3824, 785",166578302-646658953
172.24.155.7,14,3,"3824, 785",166578302-646658954
172.24.155.7,14,4,"3824, 785",166578302-646658955
172.24.155.7,14,5,"3824, 785",166578302-646658956
172.24.155.7,14,6,"3824, 785",166578302-646658957
172.24.155.7,14,7,"3824, 785",166578302-646658958
172.24.155.7,14,8,"3824, 785",166578302-646658959
172.24.155.7,14,9,"3824, 785",166578302-646658960
172.24.155.7,14,10,"3824, 785",166578302-646658961
172.24.155.7,14,11,"3824, 785",166578302-646658962
172.24.155.7,14,12,"3824, 785",166578302-646658963
172.24.155.7,14,13,"3824, 785",166578302-646658964
172.24.155.7,14,14,"3824, 785",166578302-646658965
172.24.155.7,14,15,"3824, 785",166578302-646658966
172.24.155.7,15,0,"3824, 785",218553350-1084814801
172.24.155.7,15,1,"3824, 785",218553350-1084856936
172.24.155.7,15,2,"3824, 785",218553350-1084814802
172.24.155.7,15,3,"3824, 785",218553350-1084856937
172.24.155.7,15,4,"3824, 785",218553350-1084814803
172.24.155.7,15,5,"3824, 785",218553350-1084856938
172.24.155.7,15,6,"3824, 785",218553350-1084814804
172.24.155.7,15,7,"3824, 785",218553350-1084856939
172.24.155.7,15,8,"3824, 785",218553350-1084814805
172.24.155.7,15,9,"3824, 785",218553350-1084856940
172.24.155.7,15,10,"3824, 785",218553350-1084814806
172.24.155.7,15,11,"3824, 785",218553350-1084856941
172.24.155.7,15,12,"3824, 785",218553350-1084814807
172.24.155.7,15,13,"3824, 785",218553350-1084856942
172.24.155.7,15,14,"3824, 785",218553350-1084814808
172.24.155.7,15,15,"3824, 785",218553350-1084856943
172.24.206.137,16,1,"3992,,1072",264978345-1313540653
172.24.206.137,16,2,"3992,,1072",264978345-1312013901
172.24.206.137,16,3,"3992,,1072",264978345-1313540654
172.24.206.137,16,4,"3992,,1072",264978345-1312013902
172.24.206.137,16,5,"3992,,1072",264978345-1313540655
172.24.206.137,16,6,"3992,,1072",264978345-1312013903
172.24.206.137,16,7,"3992,,1072",264978345-1313540656
172.24.206.137,16,8,"3992,,1072",264978345-1312013904
172.24.206.137,16,9,"3992,,1072",264978345-1313540657
172.24.206.137,16,10,"3992,,1072",264978345-1312013905
172.24.206.137,16,11,"3992,,1072",264978345-1313540658
172.24.206.137,16,12,"3992,,1072",264978345-1312013906
172.24.206.137,16,13,"3992,,1072",264978345-1313540659
172.24.206.137,16,14,"3992,,1072",264978345-1312013907
172.24.206.137,16,15,"3992,,1072",264978345-1313540660
172.24.206.137,16,16,"3992,,1072",264978345-1312013908
172.28.114.208,5,0,"2803, 508",267078311-1315838827
172.28.114.208,5,1,"2803, 508",267078311-1315767913
172.28.114.208,5,2,"2803, 508",267078311-1315838828
172.28.114.208,5,3,"2803, 508",267078311-1315767914
172.28.114.208,5,4,"2803, 508",267078311-1315838829
172.28.114.208,5,5,"2803, 508",267078311-1315767915
172.28.114.208,5,6,"2803, 508",267078311-1315838830
172.28.114.208,5,7,"2803, 508",267078311-1315767916
172.28.114.208,5,8,"2803, 508",267078311-1315838831
172.28.114.208,5,9,"2803, 508",267078311-1315767917
172.28.114.208,5,10,"2803, 508",267078311-1315838832
172.28.114.208,5,11,"2803, 508",267078311-1315767918
172.28.114.208,5,12,"2803, 508",267078311-1315838833
172.28.114.208,5,13,"2803, 508",267078311-1315767919
172.28.114.208,5,14,"2803, 508",267078311-1315838834
172.28.114.208,5,15,"2803, 508",267078311-1315767920
172.28.114.208,6,0,"2803, 508",267003313-1315767961
172.28.114.208,6,1,"2803, 508",267003313-1315838876
172.28.114.208,6,2,"2803, 508",267003313-1315767962
172.28.114.208,6,3,"2803, 508",267003313-1315838877
172.28.114.208,6,4,"2803, 508",267003313-1315767964
172.28.114.208,6,5,"2803, 508",267003313-1315838878
172.28.114.208,6,6,"2803, 508",267003313-1315767965
172.28.114.208,6,7,"2803, 508",267003313-1315838879
172.28.114.208,6,8,"2803, 508",267003313-1315767966
172.28.114.208,6,9,"2803, 508",267003313-1315838880
172.28.114.208,6,10,"2803, 508",267003313-1315767967
172.28.114.208,6,11,"2803, 508",267003313-1315838881
172.28.114.208,6,12,"2803, 508",267003313-1315767968
172.28.114.208,6,13,"2803, 508",267003313-1315838882
172.28.114.208,6,14,"2803, 508",267003313-1315767969
172.28.114.208,6,15,"2803, 508",267003313-1315838883
172.28.114.213,6,0,"2813 , 1454",270153306-1317617907
172.28.114.213,6,1,"2813 , 1454",270153306-1317670105
172.28.114.213,6,2,"2813 , 1454",270153306-1317617908
172.28.114.213,6,3,"2813 , 1454",270153306-1317670106
172.28.114.213,6,4,"2813 , 1454",270153306-1317617909
172.28.114.213,6,5,"2813 , 1454",270153306-1317670107
172.28.114.213,6,6,"2813 , 1454",270153306-1317617911
172.28.114.213,6,7,"2813 , 1454",270153306-1317670109
172.28.114.213,6,8,"2813 , 1454",270153306-1317617912
172.28.114.213,6,9,"2813 , 1454",270153306-1317670110
172.28.114.213,6,10,"2813 , 1454",270153306-1317617914
172.28.114.213,6,11,"2813 , 1454",270153306-1317670112
172.28.114.213,6,12,"2813 , 1454",270153306-1317617916
172.28.114.213,6,13,"2813 , 1454",270153306-1317670113
172.28.114.213,6,14,"2813 , 1454",270153306-1317617917
172.28.114.213,6,15,"2813 , 1454",270153306-1317670115
172.28.114.213,7,0,"2813 , 1454",418278341-1494388852
172.28.114.213,7,1,"2813 , 1454",418278341-1494461508
172.28.114.213,7,2,"2813 , 1454",418278341-1494388853
172.28.114.213,7,3,"2813 , 1454",418278341-1494461509
172.28.114.213,7,4,"2813 , 1454",418278341-1494388854
172.28.114.213,7,5,"2813 , 1454",418278341-1494461510
172.28.114.213,7,6,"2813 , 1454",418278341-1494388855
172.28.114.213,7,7,"2813 , 1454",418278341-1494461511
172.28.114.213,7,8,"2813 , 1454",418278341-1494388856
172.28.114.213,7,9,"2813 , 1454",418278341-1494461512
172.28.114.213,7,10,"2813 , 1454",418278341-1494388857
172.28.114.213,7,11,"2813 , 1454",418278341-1494461513
172.28.114.213,7,12,"2813 , 1454",418278341-1494388858
172.28.114.213,7,13,"2813 , 1454",418278341-1494461514
172.28.114.213,7,14,"2813 , 1454",418278341-1494388859
172.28.114.213,7,15,"2813 , 1454",418278341-1494461515
172.28.114.212,11,0,"2812, 1280",272328305-1318867745
172.28.114.212,11,1,"2812, 1280",272328305-1318933020
172.28.114.212,11,2,"2812, 1280",272328305-1318867746
172.28.114.212,11,3,"2812, 1280",272328305-1318933021
172.28.114.212,11,4,"2812, 1280",272328305-1318867747
172.28.114.212,11,5,"2812, 1280",272328305-1318933022
172.28.114.212,11,6,"2812, 1280",272328305-1318867748
172.28.114.212,11,7,"2812, 1280",272328305-1318933023
172.28.114.212,11,8,"2812, 1280",272328305-1318867749
172.28.114.212,11,9,"2812, 1280",272328305-1318933024
172.28.114.212,11,10,"2812, 1280",272328305-1318867750
172.28.114.212,11,11,"2812, 1280",272328305-1318933025
172.28.114.212,11,12,"2812, 1280",272328305-1318867751
172.28.114.212,11,13,"2812, 1280",272328305-1318933026
172.28.114.212,11,14,"2812, 1280",272328305-1318867752
172.28.114.212,11,15,"2812, 1280",272328305-1318933027
172.28.114.212,8,0,"2812, 1280",414003342-1491625982
172.28.114.212,8,1,"2812, 1280",414003342-1491736486
172.28.114.212,8,2,"2812, 1280",414003342-1491625983
172.28.114.212,8,3,"2812, 1280",414003342-1491736487
172.28.114.212,8,4,"2812, 1280",414003342-1491625984
172.28.114.212,8,5,"2812, 1280",414003342-1491736488
172.28.114.212,8,6,"2812, 1280",414003342-1491625985
172.28.114.212,8,7,"2812, 1280",414003342-1491736489
172.28.114.212,8,8,"2812, 1280",414003342-1491625986
172.28.114.212,8,9,"2812, 1280",414003342-1491736490
172.28.114.212,8,10,"2812, 1280",414003342-1491625987
172.28.114.212,8,11,"2812, 1280",414003342-1491736491
172.28.114.212,8,12,"2812, 1280",414003342-1491625988
172.28.114.212,8,13,"2812, 1280",414003342-1491736492
172.28.114.212,8,14,"2812, 1280",414003342-1491625989
172.28.114.212,8,15,"2812, 1280",414003342-1491736493
172.24.155.9,16,0,"3826, 99",267528317-1316168767
172.24.155.9,16,1,"3826, 99",267528317-1316124501
172.24.155.9,16,2,"3826, 99",267528317-1316168768
172.24.155.9,16,3,"3826, 99",267528317-1316124502
172.24.155.9,16,4,"3826, 99",267528317-1316168769
172.24.155.9,16,5,"3826, 99",267528317-1316124503
172.24.155.9,16,6,"3826, 99",267528317-1316168770
172.24.155.9,16,7,"3826, 99",267528317-1316124504
172.24.155.9,16,8,"3826, 99",267528317-1316168771
172.24.155.9,16,9,"3826, 99",267528317-1316124505
172.24.155.9,16,10,"3826, 99",267528317-1316168772
172.24.155.9,16,11,"3826, 99",267528317-1316124506
172.24.155.9,16,12,"3826, 99",267528317-1316168773
172.24.155.9,16,13,"3826, 99",267528317-1316124507
172.24.155.9,16,14,"3826, 99",267528317-1316168774
172.24.155.9,16,15,"3826, 99",267528317-1316124508
172.24.155.9,18,0,"3826, 99",404778341-1491625856
172.24.155.9,18,1,"3826, 99",404778341-1491713046
172.24.155.9,18,2,"3826, 99",404778341-1491625857
172.24.155.9,18,3,"3826, 99",404778341-1491713047
172.24.155.9,18,4,"3826, 99",404778341-1491625858
172.24.155.9,18,5,"3826, 99",404778341-1491713071
172.24.155.9,18,6,"3826, 99",404778341-1491625860
172.24.155.9,18,7,"3826, 99",404778341-1491625859
172.24.155.9,18,8,"3826, 99",404778341-1491625861
172.24.155.9,18,9,"3826, 99",404778341-1491713097
172.24.155.9,18,10,"3826, 99",404778341-1491713108
172.24.155.9,18,11,"3826, 99",404778341-1491625863
172.24.155.9,18,12,"3826, 99",404778341-1491625862
172.24.155.9,18,13,"3826, 99",404778341-1491713115
172.24.155.9,18,14,"3826, 99",404778341-1491713045
172.24.155.9,18,15,"3826, 99",404778341-1491713044
172.24.155.7,16,0,"3824, 785",275778433-1323526442
172.24.155.7,16,1,"3824, 785",275778433-1323526443
172.24.155.7,16,2,"3824, 785",275778433-1323526444
172.24.155.7,16,3,"3824, 785",275778433-1323526445
172.24.155.7,16,4,"3824, 785",275778433-1323526446
172.24.155.7,16,5,"3824, 785",275778433-1323526447
172.24.155.7,16,6,"3824, 785",275778433-1323526448
172.24.155.7,16,7,"3824, 785",275778433-1323526449
172.24.155.7,16,8,"3824, 785",275778433-1323526450
172.24.155.7,16,9,"3824, 785",275778433-1323526451
172.24.155.7,16,10,"3824, 785",275778433-1323526452
172.24.155.7,16,11,"3824, 785",275778433-1323526453
172.24.155.7,16,12,"3824, 785",275778433-1323526454
172.24.155.7,16,13,"3824, 785",275778433-1323526455
172.24.155.7,16,14,"3824, 785",275778433-1323526456
172.24.155.7,16,15,"3824, 785",275778433-1323526457
172.24.155.10,3,0,"3827 , 813",277953341-1334351026
172.24.155.10,3,1,"3827 , 813",277953341-1334278631
172.24.155.10,3,2,"3827 , 813",277953341-1334351027
172.24.155.10,3,3,"3827 , 813",277953341-1334278632
172.24.155.10,3,4,"3827 , 813",277953341-1334351028
172.24.155.10,3,5,"3827 , 813",277953341-1334278633
172.24.155.10,3,6,"3827 , 813",277953341-1334351029
172.24.155.10,3,7,"3827 , 813",277953341-1334278634
172.24.155.10,3,8,"3827 , 813",277953341-1334351030
172.24.155.10,3,9,"3827 , 813",277953341-1334278635
172.24.155.10,3,10,"3827 , 813",277953341-1334351031
172.24.155.10,3,11,"3827 , 813",277953341-1334278636
172.24.155.10,3,12,"3827 , 813",277953341-1334351032
172.24.155.10,3,13,"3827 , 813",277953341-1334278637
172.24.155.10,3,14,"3827 , 813",277953341-1334351033
172.24.155.10,3,15,"3827 , 813",277953341-1334278638
172.24.155.10,4,0,"3827 , 813",390603351-1476895436
172.24.155.10,4,1,"3827 , 813",390603351-1476761567
172.24.155.10,4,2,"3827 , 813",390603351-1476895437
172.24.155.10,4,3,"3827 , 813",390603351-1476761568
172.24.155.10,4,4,"3827 , 813",390603351-1476895438
172.24.155.10,4,5,"3827 , 813",390603351-1476761569
172.24.155.10,4,6,"3827 , 813",390603351-1476895439
172.24.155.10,4,7,"3827 , 813",390603351-1476761570
172.24.155.10,4,8,"3827 , 813",390603351-1476895440
172.24.155.10,4,9,"3827 , 813",390603351-1476761571
172.24.155.10,4,10,"3827 , 813",390603351-1476895441
172.24.155.10,4,11,"3827 , 813",390603351-1476761572
172.24.155.10,4,12,"3827 , 813",390603351-1476895442
172.24.155.10,4,13,"3827 , 813",390603351-1476761573
172.24.155.10,4,14,"3827 , 813",390603351-1476895443
172.24.155.10,4,15,"3827 , 813",390603351-1476761574
172.28.114.208,7,0,"2803, 508",274353313-1321430359
172.28.114.208,7,1,"2803, 508",274353313-1321494816
172.28.114.208,7,2,"2803, 508",274353313-1321430360
172.28.114.208,7,3,"2803, 508",274353313-1321494817
172.28.114.208,7,4,"2803, 508",274353313-1321430361
172.28.114.208,7,5,"2803, 508",274353313-1321494818
172.28.114.208,7,6,"2803, 508",274353313-1321430362
172.28.114.208,7,7,"2803, 508",274353313-1321494819
172.28.114.208,7,8,"2803, 508",274353313-1321430363
172.28.114.208,7,9,"2803, 508",274353313-1321494820
172.28.114.208,7,10,"2803, 508",274353313-1321430364
172.28.114.208,7,11,"2803, 508",274353313-1321494821
172.28.114.208,7,12,"2803, 508",274353313-1321430365
172.28.114.208,7,13,"2803, 508",274353313-1321494824
172.28.114.208,7,14,"2803, 508",274353313-1321430366
172.28.114.208,7,15,"2803, 508",274353313-1321494826
172.28.116.197,13,0,"2865 , 979",267603317-1316122598
172.28.116.197,13,1,"2865 , 979",267603317-1316166408
172.28.116.197,13,2,"2865 , 979",267603317-1316122599
172.28.116.197,13,3,"2865 , 979",267603317-1316166409
172.28.116.197,13,4,"2865 , 979",267603317-1316122600
172.28.116.197,13,5,"2865 , 979",267603317-1316166410
172.28.116.197,13,6,"2865 , 979",267603317-1316122601
172.28.116.197,13,7,"2865 , 979",267603317-1316166411
172.28.116.197,13,8,"2865 , 979",267603317-1316122602
172.28.116.197,13,9,"2865 , 979",267603317-1316166412
172.28.116.197,13,10,"2865 , 979",267603317-1316122603
172.28.116.197,13,11,"2865 , 979",267603317-1316166413
172.28.116.197,13,12,"2865 , 979",267603317-1316122604
172.28.116.197,13,13,"2865 , 979",267603317-1316166414
172.28.116.197,13,14,"2865 , 979",267603317-1316122605
172.28.116.197,13,15,"2865 , 979",267603317-1316166415
172.28.116.197,14,0,"2865 , 979",344178342-1436383697
172.28.116.197,14,1,"2865 , 979",344178342-1436505863
172.28.116.197,14,2,"2865 , 979",344178342-1436383698
172.28.116.197,14,3,"2865 , 979",344178342-1436505864
172.28.116.197,14,4,"2865 , 979",344178342-1436383699
172.28.116.197,14,5,"2865 , 979",344178342-1436505865
172.28.116.197,14,6,"2865 , 979",344178342-1436383700
172.28.116.197,14,7,"2865 , 979",344178342-1436505866
172.28.116.197,14,8,"2865 , 979",344178342-1436383701
172.28.116.197,14,9,"2865 , 979",344178342-1436505867
172.28.116.197,14,10,"2865 , 979",344178342-1436383702
172.28.116.197,14,11,"2865 , 979",344178342-1436505868
172.28.116.197,14,12,"2865 , 979",344178342-1436383703
172.28.116.197,14,13,"2865 , 979",344178342-1436505869
172.28.116.197,14,14,"2865 , 979",344178342-1436383704
172.28.116.197,14,15,"2865 , 979",344178342-1436505870
172.24.206.137,17,1,"3992,,1072",275778470-1323558145
172.24.206.137,17,2,"3992,,1072",275778470-1323558146
172.24.206.137,17,3,"3992,,1072",275778470-1323558147
172.24.206.137,17,4,"3992,,1072",275778470-1323558148
172.24.206.137,17,5,"3992,,1072",275778470-1323558149
172.24.206.137,17,6,"3992,,1072",275778470-1323558150
172.24.206.137,17,7,"3992,,1072",275778470-1323558151
172.24.206.137,17,8,"3992,,1072",275778470-1323558152
172.24.206.137,17,9,"3992,,1072",275778470-1323558153
172.24.206.137,17,10,"3992,,1072",275778470-1323558154
